Numéro de l'équipement sportif;Numéro de l'installation sportive;Date de l'enquête;Nom de l'installation sportive;SIRET Installation;Adresse;Code Postal;Commune nom;Commune INSEE;Type de particularité de l'installation;Unité Administrative Immatriculée (UAI);Accessibilité de l'installation en fonction du type handicap;Accessibilité de l'installation en transport en commun des différents mode;Observation Installation;Date de changement d'état de la fiche d'enquête;Date de création de la fiche d'enquête;Installation hors-service;EPCI INSEE;EPCI Nom;Département Code;Département Nom;Région Code;Région Nom;Bassin de vie Code;Bassin de vie Nom;Arrondissement Code;Arrondissement Nom;Densite Niveau;Densite Catégorie;Département Code Complet;Réctorat Nom;ZRR Simplifié;Nom de l'équipement sportif;Type d'équipement sportif;Coordonnées;Nom du propriétaire;Type de propriétaire;Type de propriétaire secondaire;Type de gestionnaire;Type du co-gestionnaire;Gestion en DSP;Arrêté d'ouverture au public;Type d'ERP de l'établissement;Catégorie ERP de l'établissement;Date de l'homologation préfectorale;Période de l'homologation préfectorale;Année de mise en service;Période de mise en service;Date des derniers gros travaux;Période des derniers gros travaux;Motifs des derniers gros travaux;Types de chauffage - source d'énergie;Nature de l'équipement sportif;Nature du sol;Longueur de l'aire d'évolution;Largeur de l'aire d'évolution;Hauteur de l'aire d'évolution;Surface de l'aire d'évolution;Eclairage de l'aire d'évolution;Nombre de couloirs/pistes/postes/jeux/pas;Nombre de places assises en tribune;Nombre de vestiaires sportifs;Nombre de vestiaires arbitres/enseignants;Présence de douches;Présence de sanitaires;Types de locaux complémentaires;Types d'aménagements de confort;Accessibilité aux personnes à mobilité réduite;Accessibilité aux personnes en situation de handicap sensoriel;Equipement inscrit au PDESI / PDIPR;Longueur du bassin;Largeur du bassin;Surface du bassin;Profondeur minimale du bassin;Profondeur maximale du bassin;Longueur de la piste;SAE: hauteur maximale de la structure;SAE: surface totale de la structure;SAE: nombre de couloirs de la structure;Type de pas de tir;Adresse internet de l'équipement;Type d'utilisation;Equipement d'accès libre;Ouverture exclusivement saisonnière;Observation Equipement;Famille d'équipement sportif;Code du type d'équipement sportif;RNB ID;Accessibilité de l'installation en faveur des personnes en situation de handicap;Accessibilité de l'installation en transport en commun;Installation particulière;Locaux complémentaires;Accessibilité aux personnes à mobilité réduite aux vestiaires;Accessibilité aux personnes à mobilité réduite à l'accueil;Accessibilité aux personnes à mobilité réduite à l'aire de jeu;Accessibilité aux personnes à mobilité réduite aux cheminements;Accessibilité aux personnes à mobilité réduite aux douches;Accessibilité aux personnes à mobilité réduite aux sanitaires;Accessibilité aux personnes à mobilité réduite aux tribunes;Accessibilité aux personnes en situation de handicap sensoriel à l'aire de jeu;Accessibilité aux personnes en situation de handicap sensoriel aux cheminements;Accessibilité aux personnes en situation de handicap sensoriel aux sanitaires;Accessibilité aux personnes en situation de handicap sensoriel - signalétique;Accessibilité aux personnes en situation de handicap sensoriel aux tribunes;Accessibilité aux personnes en situation de handicap sensoriel aux vestiaires;Longitude;Latitude;Type de particularité de l'installation (brute);Activités;QPV;QPV à 200 mètres;Catégorie;gen_2024Fin_Labellisation
E014I624570001;I624570001;2025-03-31;PARC DEPARTEMENTAL DE NATURE ET DE LOISIRS D'OLHAIN;22620001200012;Rue des Garinelles;62150;Fresnicourt-le-Dolmen;62356;Base de plein air et/ou de loisirs,Piscine;;"[""Handicap moteur"", ""Handicap sensoriel""]";;;2024-09-19;2011-11-20;;200072460;62;Pas-de-Calais;32;Hauts-de-France;CA de Béthune-Bruay, Artois-Lys Romane;62617;Nœux-les-Mines;622;Béthune;6;Rural à habitat dispersé;62;Académie de Lille;NC - Commune non classée;Tir à l'Arc;Pas de tir à l'arc;50.437009, 2.582701;Conseil Départemental du Pas-de-Calais;Département;;Etablissement privé commercial;;true;false;;;;;;1945-1964;;;;;Découvert;Gazon naturel;;;;;;;0;0;0;false;;"[""Local de rangement""]";;Aire de jeu,Cheminements;Aire de jeu;;;;;;;;;;;"[""10 m""]";;"[""Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;RAS;BAILLIET;Jean-Michel;jeanmichel.bailliet@houdain.fr;06 70 20 74 76;Pas de tir;1401;;true;false;true;true;false;false;true;true;false;false;false;true;false;false;false;false;false;2.582701;50.437009;"[""Base de plein air et/ou de loisirs"", ""Piscine""]";"[""Tir à l'arc""]"
E016I800210059;I800210059;2025-03-31;Coliseum;21800019800018;Rue Caumartin;80000;Amiens;80021;Complexe sportif,Piscine,Patinoire;;"[""Handicap moteur""]";"[""Bus""]";Parking à proximité mais non spécifique au Coliseum. Pour les équipements extérieurs, le public n'a pas accès ni aux vestiaires, ni aux wc.;2024-02-22;2005-08-11;;248000531;80;Somme;32;Hauts-de-France;CA Amiens Métropole;80021;Amiens;802;Amiens;1;Grands centres urbains;80;Académie d'Amiens;NC - Commune non classée;Terrain de handball - basket;Multisports/City-stades;49.89472, 2.29007;;Commune;;EPCI;;false;false;;;;;1996;1995-2004;;;;;Découvert;Bitume;41.8;36.7;0.0;1534.0;true;;0;0;0;false;false;;;Aire de jeu;;;;;;;;;;;;;;"[""Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers""]";true;false;;;;;;Multisports/City-stades;1701;;true;true;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;2.29007;49.89472;"[""Complexe sportif"", ""Piscine"", ""Patinoire""]";['Basket-Ball', 'Handball / Mini hand / Handball de plage']
E014I800210059;I800210059;2025-03-31;Coliseum;21800019800018;Rue Caumartin;80000;Amiens;80021;Complexe sportif,Piscine,Patinoire;;"[""Handicap moteur""]";"[""Bus""]";Parking à proximité mais non spécifique au Coliseum. Pour les équipements extérieurs, le public n'a pas accès ni aux vestiaires, ni aux wc.;2024-02-22;2005-08-11;;248000531;80;Somme;32;Hauts-de-France;CA Amiens Métropole;80021;Amiens;802;Amiens;1;Grands centres urbains;80;Académie d'Amiens;NC - Commune non classée;Terrain de pétanque;Terrain de pétanque;49.89502, 2.28918;;Commune;;EPCI;;false;false;;;;;1996;1995-2004;;;;;Découvert;Stabilisé/cendrée;14.9;4.4;0.0;65.3;true;;0;0;0;false;false;;;Aire de jeu;;;;;;;;;;;;;;"[""Individuel(s),famille(s)""]";true;false;;;;;;Boulodrome;202;;true;true;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;2.28918;49.89502;"[""Complexe sportif"", ""Piscine"", ""Patinoire""]";['Pétanque et jeu provencal']
E015I628260004;I628260004;2025-03-31;CENTRE TENNISTIQUE PIERRE DE COUBERTIN;21620826400012;Avenue de l'Hippodrome;62520;Le Touquet-Paris-Plage;62826;Complexe sportif,Piscine;;"[""Handicap moteur""]";;;2024-03-12;2005-12-27;;200069029;62;Pas-de-Calais;32;Hauts-de-France;CA des Deux Baies en Montreuillois;62318;Étaples;624;Montreuil;4;Ceintures urbaines;62;Académie de Lille;NC - Commune non classée;Terrain de Tennis n°9;Court de tennis;50.519618, 1.596575;Ville de Le Touquet Paris-Plage;Commune;;Etablissement privé commercial;;false;true;"[""PA""]";2;;;1904;Avant 1945;2005;A partir de 2005;"[""Vétusté normale"", ""remise à niveau""]";;Découvert;Terre battue;34.0;16.5;;651.0;false;;0;2;0;true;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Infirmerie"", ""Local de rangement""]";;Aire de jeu,Cheminements;;;;;;;;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;Centre de Préparation aux Jeux (CPJ);DUHAMEL;Alain;duhamel.alain@ville-letouquet.fr;03 21 05 28 45;Court de tennis;501;;true;false;true;true;false;false;true;true;false;false;false;false;false;false;false;false;false;1.596575;50.519618;"[""Complexe sportif"", ""Piscine""]";['Tennis']
E018I624570001;I624570001;2025-03-31;PARC DEPARTEMENTAL DE NATURE ET DE LOISIRS D'OLHAIN;22620001200012;Rue des Garinelles;62150;Fresnicourt-le-Dolmen;62356;Base de plein air et/ou de loisirs,Piscine;;"[""Handicap moteur"", ""Handicap sensoriel""]";;;2024-09-19;2011-11-20;;200072460;62;Pas-de-Calais;32;Hauts-de-France;CA de Béthune-Bruay, Artois-Lys Romane;62617;Nœux-les-Mines;622;Béthune;6;Rural à habitat dispersé;62;Académie de Lille;NC - Commune non classée;Golf miniature;Practice;50.437608, 2.583869;Conseil Départemental du Pas-de-Calais;Département;;Etablissement privé commercial;;;;;;;;2015;A partir de 2005;;;;;Découvert;Gazon synthétique;200.0;50.0;;10000.0;false;;0;0;0;false;false;;;Aire de jeu,Cheminements;Aire de jeu,Cheminements,Signalétique;;;;;;;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;RAS;BAILLIET;Jean-Michel;jeanmichel.bailliet@houdain.fr;06 70 20 74 76;Parcours de golf;1205;;true;false;true;false;false;false;true;true;false;false;false;true;true;false;true;false;false;2.583869;50.437608;"[""Base de plein air et/ou de loisirs"", ""Piscine""]";['Golf']
E005I805700001;I805700001;2025-03-31;Centre aquatique Alméo;;Rue Maurice Garin Parc des sports;80110;Moreuil;80570;Piscine;;"[""Handicap moteur""]";"[""Bus""]";;2011-11-22;2009-02-08;;200070969;80;Somme;32;Hauts-de-France;CC Avre Luce Noye;80570;Moreuil;803;Montdidier;5;Bourgs ruraux;80;Académie d'Amiens;NC - Commune non classée;Salle de fitness;Salle de cours collectifs;49.7673, 2.49116;Régie de gestion d'Alméo;Etablissement Public;;EPCI;;false;true;"[""X""]";3;;;2008;A partir de 2005;;;;"[""Gaz""]";Intérieur;Carrelage;7.8;9.6;2.6;75.0;true;;0;14;2;true;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Infirmerie"", ""Local de rangement"", ""Autre""]";"[""Bain(s) de vapeur / hammam"", ""Bain(s) bouillonnant(s)"", ""Sauna""]";Aire de jeu,Sanitaires,Tribunes,Vestiaires;Sanitaires;;;;;;;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;;;;;;Equipement d'activités de forme et de santé;801;KHW35W4AGF2D;true;true;true;true;true;false;true;false;false;true;true;false;false;true;false;false;false;2.49116;49.7673;"[""Piscine""]";['Gymnastique Aérobic']
E019I624570001;I624570001;2025-03-31;PARC DEPARTEMENTAL DE NATURE ET DE LOISIRS D'OLHAIN;22620001200012;Rue des Garinelles;62150;Fresnicourt-le-Dolmen;62356;Base de plein air et/ou de loisirs,Piscine;;"[""Handicap moteur"", ""Handicap sensoriel""]";;;2024-09-19;2011-11-20;;200072460;62;Pas-de-Calais;32;Hauts-de-France;CA de Béthune-Bruay, Artois-Lys Romane;62617;Nœux-les-Mines;622;Béthune;6;Rural à habitat dispersé;62;Académie de Lille;NC - Commune non classée;Court de Tennis 2;Court de tennis;50.4372207213, 2.58493870497;Conseil Départemental du Pas-de-Calais;Département;Département;Etablissement Public;;true;false;;;;;;1995-2004;;;;;Découvert;Béton;24.5;12.5;;300.0;false;;0;0;0;false;false;;;Aire de jeu;;;;;;;;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;RAS;BAILLIET;Jean-Michel;jeanmichel.bailliet@houdain.fr;06 70 20 74 76;Court de tennis;501;;true;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;2.58493870497;50.4372207213;"[""Base de plein air et/ou de loisirs"", ""Piscine""]";['Tennis']
E006I800210059;I800210059;2025-03-31;Coliseum;21800019800018;Rue Caumartin;80000;Amiens;80021;Complexe sportif,Piscine,Patinoire;;"[""Handicap moteur""]";"[""Bus""]";Parking à proximité mais non spécifique au Coliseum. Pour les équipements extérieurs, le public n'a pas accès ni aux vestiaires, ni aux wc.;2024-02-22;2005-08-11;;248000531;80;Somme;32;Hauts-de-France;CA Amiens Métropole;80021;Amiens;802;Amiens;1;Grands centres urbains;80;Académie d'Amiens;NC - Commune non classée;Gymnase;Salle multisports (gymnase);49.89371, 2.28889;;Commune;;EPCI;;false;true;"[""L"", ""X""]";1;2004-07-09;1995-2004;;1965-1974;2011;A partir de 2005;"[""Vétusté normale"", ""remise à niveau""]";"[""Gaz""]";Intérieur;Parquet;44.0;24.0;9.6;1056.0;true;;1469;4;2;true;true;"[""Buvette"", ""Local contrôle anti-dopage"", ""Infirmerie"", ""Local de rangement"", ""Salle(s) de réunion/cours""]";;Aire de jeu,Sanitaires,Vestiaires;Sanitaires;;;;;;;;;;;;;"[""Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;Organisation de manifestations sportives à la demande : galas de boxe, judo, karaté, kick boxing, boxe thaïlandaise. Centre de Préparation aux Jeux (CPJ).;;;;;Salle multisports;1901;SV51SDFKPJTJ;true;true;true;true;true;false;true;false;false;true;false;false;false;true;false;false;false;2.28889;49.89371;"[""Complexe sportif"", ""Piscine"", ""Patinoire""]";['Badminton', 'Jeu de volant', 'Basket-Ball', 'Danses par Couple (Danses de compétition)', 'Football / Football en salle (Futsal)', 'Gymnastique Artistique', 'Handball / Mini hand / Handball de plage', 'Hockey en salle / Hockey sur gazon', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']
E022I628260004;I628260004;2025-03-31;CENTRE TENNISTIQUE PIERRE DE COUBERTIN;21620826400012;Avenue de l'Hippodrome;62520;Le Touquet-Paris-Plage;62826;Complexe sportif,Piscine;;"[""Handicap moteur""]";;;2024-03-12;2005-12-27;;200069029;62;Pas-de-Calais;32;Hauts-de-France;CA des Deux Baies en Montreuillois;62318;Étaples;624;Montreuil;4;Ceintures urbaines;62;Académie de Lille;NC - Commune non classée;Terrain de Tennis n°16;Court de tennis;50.519931, 1.596916;Ville de Le Touquet Paris-Plage;Commune;;Etablissement privé commercial;;false;true;"[""PA""]";2;;;1904;Avant 1945;2005;A partir de 2005;"[""Vétusté normale"", ""remise à niveau""]";;Découvert;Terre battue;34.0;16.5;;651.0;false;;0;2;0;true;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Local de rangement"", ""Club(s) house""]";;Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;;;;;;;;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;Centre de Préparation aux Jeux (CPJ);DUHAMEL;Alain;duhamel.alain@ville-letouquet.fr;03 21 05 28 45;Court de tennis;501;;true;false;true;true;true;true;true;true;true;true;false;false;false;false;false;false;false;1.596916;50.519931;"[""Complexe sportif"", ""Piscine""]";['Tennis']
E021I628260004;I628260004;2025-03-31;CENTRE TENNISTIQUE PIERRE DE COUBERTIN;21620826400012;Avenue de l'Hippodrome;62520;Le Touquet-Paris-Plage;62826;Complexe sportif,Piscine;;"[""Handicap moteur""]";;;2024-03-12;2005-12-27;;200069029;62;Pas-de-Calais;32;Hauts-de-France;CA des Deux Baies en Montreuillois;62318;Étaples;624;Montreuil;4;Ceintures urbaines;62;Académie de Lille;NC - Commune non classée;Terrain de Tennis n°15;Court de tennis;50.519962, 1.597671;Ville de Le Touquet Paris-Plage;Commune;;Etablissement privé commercial;;false;true;"[""PA""]";2;;;1904;Avant 1945;2005;A partir de 2005;"[""Vétusté normale"", ""remise à niveau""]";;Découvert;Terre battue;34.0;16.5;;651.0;false;;0;2;0;true;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Local de rangement"", ""Club(s) house""]";;Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;;;;;;;;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;Centre de Préparation aux Jeux (CPJ);DUHAMEL;Alain;duhamel.alain@ville-letouquet.fr;03 21 05 28 45;Court de tennis;501;;true;false;true;true;true;true;true;true;true;true;false;false;false;false;false;false;false;1.597671;50.519962;"[""Complexe sportif"", ""Piscine""]";['Tennis']
E023I628260004;I628260004;2025-03-31;CENTRE TENNISTIQUE PIERRE DE COUBERTIN;21620826400012;Avenue de l'Hippodrome;62520;Le Touquet-Paris-Plage;62826;Complexe sportif,Piscine;;"[""Handicap moteur""]";;;2024-03-12;2005-12-27;;200069029;62;Pas-de-Calais;32;Hauts-de-France;CA des Deux Baies en Montreuillois;62318;Étaples;624;Montreuil;4;Ceintures urbaines;62;Académie de Lille;NC - Commune non classée;Terrain de Tennis n°17;Court de tennis;50.51989, 1.597243;Ville de Le Touquet Paris-Plage;Commune;;Etablissement privé commercial;;false;true;"[""PA""]";2;;;1904;Avant 1945;2005;A partir de 2005;"[""Vétusté normale"", ""remise à niveau""]";;Découvert;Terre battue;34.0;16.5;;651.0;false;;0;2;0;true;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Local de rangement"", ""Club(s) house""]";;Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;;;;;;;;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;Centre de Préparation aux Jeux (CPJ);DUHAMEL;Alain;duhamel.alain@ville-letouquet.fr;03 21 05 28 45;Court de tennis;501;;true;false;true;true;true;true;true;true;true;true;false;false;false;false;false;false;false;1.597243;50.51989;"[""Complexe sportif"", ""Piscine""]";['Tennis']
E024I628260004;I628260004;2025-03-31;CENTRE TENNISTIQUE PIERRE DE COUBERTIN;21620826400012;Avenue de l'Hippodrome;62520;Le Touquet-Paris-Plage;62826;Complexe sportif,Piscine;;"[""Handicap moteur""]";;;2024-03-12;2005-12-27;;200069029;62;Pas-de-Calais;32;Hauts-de-France;CA des Deux Baies en Montreuillois;62318;Étaples;624;Montreuil;4;Ceintures urbaines;62;Académie de Lille;NC - Commune non classée;Terrain de Tennis - court central;Court de tennis;50.51907, 1.597318;Ville de Le Touquet Paris-Plage;Commune;;Etablissement privé commercial;;false;true;"[""PA""]";2;;;1904;Avant 1945;2005;A partir de 2005;"[""Vétusté normale"", ""remise à niveau""]";;Découvert;Terre battue;40.0;20.0;;800.0;true;;0;2;0;true;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Infirmerie"", ""Local de rangement""]";;Accueil,Aire de jeu,Cheminements,Douches,Sanitaires;;;;;;;;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;Centre de Préparation aux Jeux (CPJ);DUHAMEL;Alain;duhamel.alain@ville-letouquet.fr;03 21 05 28 45;Court de tennis;501;;true;false;true;true;false;true;true;true;true;true;false;false;false;false;false;false;false;1.597318;50.51907;"[""Complexe sportif"", ""Piscine""]";['Tennis']
E021I624570001;I624570001;2025-03-31;PARC DEPARTEMENTAL DE NATURE ET DE LOISIRS D'OLHAIN;22620001200012;Rue des Garinelles;62150;Fresnicourt-le-Dolmen;62356;Base de plein air et/ou de loisirs,Piscine;;"[""Handicap moteur"", ""Handicap sensoriel""]";;;2024-09-19;2011-11-20;;200072460;62;Pas-de-Calais;32;Hauts-de-France;CA de Béthune-Bruay, Artois-Lys Romane;62617;Nœux-les-Mines;622;Béthune;6;Rural à habitat dispersé;62;Académie de Lille;NC - Commune non classée;Court de Tennis 4;Court de tennis;50.4366849761, 2.58524984121;;Département;Département;Etablissement Public;;true;false;;;;;;1995-2004;;;;;Découvert;Béton;23.8;11.0;;260.8;false;;0;0;0;false;false;;;Aire de jeu;;;;;;;;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;RAS;;;;;Court de tennis;501;;true;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;2.58524984121;50.4366849761;"[""Base de plein air et/ou de loisirs"", ""Piscine""]";['Tennis']
E008I026910035;I026910035;2025-03-31;Base Urbaine de Loisirs de Saint Quentin;24020026100024;4 Rue Lamartine;02100;Saint-Quentin;02691;Complexe sportif,Piscine,Patinoire;;"[""Handicap moteur""]";"[""Bus""]";"La surface couverte de l'ensemble représente 4 000 m².
L'installation est une ""sorte"" de base de loisirs couverte à vocation ludique, en complément des installations sportives de la ville.

Horaires d'ouverture adaptés suivant la saison pour le bowling et la patinoire.";2024-04-23;2012-06-07;;200071892;2;Aisne;32;Hauts-de-France;CA du Saint-Quentinois;02691;Saint-Quentin;023;Saint-Quentin;2;Centres urbains intermédiaires;02;Académie d'Amiens;NC - Commune non classée;Bassin de reception Toboggan;Bassin de réception de toboggan;49.83933, 3.28562;Communauté d'Agglomérations de Saint Quentin;EPCI;;Etablissement privé commercial;;true;true;"[""X""]";3;;;;1945-1964;;;;"[""Gaz""]";Intérieur;Carrelage;;;;;true;;0;5;0;;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Buvette"", ""Infirmerie"", ""Local de rangement"", ""Salle(s) de réunion/cours""]";"[""Bain(s) de vapeur / hammam"", ""Bain(s) bouillonnant(s)"", ""Sauna"", ""Solarium"", ""Autre""]";Aire de jeu,Sanitaires,Vestiaires;Sanitaires;;10.0;6.0;60.0;1.2;1.2;;;;;;;"[""Individuel(s),famille(s)""]";;false;Plateforme d'acces au Toboggan à environ 16 mètrres au dessus du niveau de reception;Richile;;;;Bassin de natation;106;NNH171HDB4CR;true;true;true;true;true;false;true;false;false;true;false;false;false;true;false;false;false;3.28562;49.83933;"[""Complexe sportif"", ""Piscine"", ""Patinoire""]";['Baignade loisirs']
E007I601590027;I601590027;2025-03-31;Plaine des sports Zac Mercieres;21600158600017;2 Rue Jacques Daguerre;60200;Compiègne;60159;Complexe sportif,Piscine,Patinoire;;"[""Handicap moteur""]";"[""Bus""]";RAS;2024-04-24;2005-10-26;;200067965;60;Oise;32;Hauts-de-France;CA de la Région de Compiègne et de la Basse Automne;60159;Compiègne;603;Compiègne;2;Centres urbains intermédiaires;60;Académie d'Amiens;NC - Commune non classée;Patinoire;Aire de sports de glace sportive;49.38909, 2.78301;;Commune;;Etablissement Public;;false;true;"[""L"", ""X""]";1;1998-03-12;1995-2004;1998;1995-2004;2006;A partir de 2005;;"[""Gaz""]";Intérieur;Glace;56.0;26.0;15.0;1500.0;true;;379;2;2;true;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Infirmerie"", ""Local de rangement""]";;Aire de jeu,Vestiaires;Tribunes,Vestiaires;;;;;;;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";true;false;RAS;;;;;Aire de sports de glaces;1501;CWJD95YRV7K4;true;true;true;true;true;false;true;false;false;false;false;false;false;false;false;true;true;2.78301;49.38909;"[""Complexe sportif"", ""Piscine"", ""Patinoire""]";['Ballet sur glace / Danse sur glace / Patinage artistique', 'Hockey sur glace / Ringuette', 'Patinage synchronisé']
E007I606890002;I606890002;2025-03-31;CENTRE DES SPORTS RIMBERLIEU;;1 Allée de la Chebeaude;60150;Villers-sur-Coudun;60689;Complexe sportif,Piscine;;"[""Handicap moteur""]";;Visite de l'enqueteur en 2010, pas d'éléments fournis car la continuité de l'activité du site est remise en question. Fiche à vérifier ulterieurement en cas de reprise ou cessation  d'activité.;2020-12-12;2005-09-29;;246000855;60;Oise;32;Hauts-de-France;CC du Pays des Sources;60636;Thourotte;603;Compiègne;5;Bourgs ruraux;60;Académie d'Amiens;NC - Commune non classée;Terrain de football;Terrain de football;49.48778, 2.81418;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Terrain de grands jeux;2802;;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;2.81418;49.48778;"[""Complexe sportif"", ""Piscine""]";['Football / Football en salle (Futsal)']
E016I628260004;I628260004;2025-03-31;CENTRE TENNISTIQUE PIERRE DE COUBERTIN;21620826400012;Avenue de l'Hippodrome;62520;Le Touquet-Paris-Plage;62826;Complexe sportif,Piscine;;"[""Handicap moteur""]";;;2024-03-12;2005-12-27;;200069029;62;Pas-de-Calais;32;Hauts-de-France;CA des Deux Baies en Montreuillois;62318;Étaples;624;Montreuil;4;Ceintures urbaines;62;Académie de Lille;NC - Commune non classée;Terrain de Tennis n°10;Court de tennis;50.519587, 1.596814;Ville de Le Touquet Paris-Plage;Commune;;Etablissement privé commercial;;false;true;"[""PA""]";2;;;1904;Avant 1945;2005;A partir de 2005;"[""Vétusté normale"", ""remise à niveau""]";;Découvert;Terre battue;34.0;16.5;;651.0;false;;0;2;0;true;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Infirmerie"", ""Local de rangement""]";;Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;;;;;;;;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;Centre de Préparation aux Jeux (CPJ);DUHAMEL;Alain;duhamel.alain@ville-letouquet.fr;03 21 05 28 45;Court de tennis;501;;true;false;true;true;true;true;true;true;true;true;false;false;false;false;false;false;false;1.596814;50.519587;"[""Complexe sportif"", ""Piscine""]";['Tennis']
E016I624570001;I624570001;2025-03-31;PARC DEPARTEMENTAL DE NATURE ET DE LOISIRS D'OLHAIN;22620001200012;Rue des Garinelles;62150;Fresnicourt-le-Dolmen;62356;Base de plein air et/ou de loisirs,Piscine;;"[""Handicap moteur"", ""Handicap sensoriel""]";;;2024-09-19;2011-11-20;;200072460;62;Pas-de-Calais;32;Hauts-de-France;CA de Béthune-Bruay, Artois-Lys Romane;62617;Nœux-les-Mines;622;Béthune;6;Rural à habitat dispersé;62;Académie de Lille;NC - Commune non classée;Parcours filet;Parcours Acrobatique en Hauteur/Site d'accrobranche;50.438346, 2.581379;Conseil Départemental du Pas-de-Calais;Département;;Etablissement privé commercial;;false;;;;;;2015;A partir de 2005;;;;;Site naturel aménagé;Stabilisé/cendrée;;;;3000.0;false;;0;1;0;false;true;"[""Réception / Accueil"", ""Local de rangement""]";;Accueil,Aire de jeu,Cheminements,Vestiaires;Aire de jeu,Cheminements,Signalétique,Vestiaires;;;;;;;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;RAS;BAILLIET;Jean-Michel;jeanmichel.bailliet@houdain.fr;06 70 20 74 76;Divers équipements Sports de nature;3003;;true;false;true;true;true;true;true;true;false;false;false;true;true;false;true;false;true;2.581379;50.438346;"[""Base de plein air et/ou de loisirs"", ""Piscine""]";['Escalade dans les arbres']
